stem,0,1,2,3,4,5,6,7,8,9
1234-1293-6153,280886,563056,987322,0,0,0,63115,25621,0,0
1235-1294-6164,204373,1117182,538740,0,0,0,0,59705,0,0
1236-1295-6169,164945,1032085,684048,0,0,0,0,38922,0,0
1236-1295-6172,342203,1149308,361305,0,0,0,0,67184,0,0
1239-1298-6189,262088,1053683,561308,0,0,0,0,42921,0,0
124-127-23780,75161,994767,814373,0,0,0,0,35699,0,0
124-127-23791,357857,1174253,370296,0,0,0,17594,0,0,0
124-127-23792,81210,1144431,614938,0,0,0,0,79421,0,0
124-127-23793,121436,1120060,633647,0,0,0,0,44857,0,0
124-127-556,111973,850074,892579,34340,0,0,0,31034,0,0
124-296-1690,151792,856894,815802,86937,0,0,0,8575,0,0
1240-1300-6193,99869,980208,793019,0,0,0,0,46904,0,0
1241-1301-6201,128383,654059,852664,16365,250181,0,0,10632,0,7716
1242-1302-7148,15254,552536,1340486,0,0,0,0,11724,0,0
1242-1302-8814,250029,831380,744003,71677,0,0,0,22911,0,0
1242-1302-8820,90901,849219,893972,56781,0,0,0,29127,0,0
1243-1303-6210,159384,1021518,617526,0,0,0,0,69156,0,52416
1244-1304-6219,489197,1173263,202572,0,0,0,0,54968,0,0
1246-1306-6228,130796,887456,642211,12973,221102,0,0,25462,0,0
1247-1307-6232,669198,764353,406814,0,0,0,0,67823,0,11812
1247-1307-6237,882994,586647,391477,0,0,0,0,58882,0,0
1248-1308-6242,212759,961163,682730,0,0,0,0,63348,0,0
1248-1308-6243,26975,846116,1014856,0,0,0,0,32053,0,0
1249-1309-6244,45567,914726,822334,0,0,0,0,137373,0,0
1249-1309-6245,201744,1020573,602836,0,0,0,0,87951,0,6896
125-128-559,681602,614207,567599,0,0,0,0,46453,0,10139
1250-1310-6247,680576,470031,632328,86311,0,0,50754,0,0,0
1251-1311-6257,252724,796990,820693,24522,0,0,0,25071,0,0
1252-1312-6264,822656,773086,275523,0,0,0,0,48735,0,0
1252-1312-6265,332003,737739,839376,0,0,0,0,10882,0,0
1253-1313-6269,80013,869825,908202,0,0,0,0,61960,0,0
1254-1314-6271,477860,986313,313322,2855,0,0,69437,70213,0,0
1254-1314-7556,193537,995601,553911,27370,54905,0,43965,50711,0,0
1255-1315-6277,173006,850332,819244,26454,0,0,0,50964,0,0
1256-1316-6275,331616,1031853,547894,0,0,0,0,8637,0,0
1257-1317-6278,126627,408975,933878,0,424084,0,0,26436,0,0
1258-1318-6279,236896,1052139,580617,0,0,0,0,50348,0,0
1258-1318-6280,312071,973836,570868,0,0,0,0,43749,0,19476
1258-1318-8217,252682,898980,677077,31526,0,0,21918,37817,0,0
1259-1319-6284,366903,895647,605829,0,0,0,0,51621,0,0
126-129-562,412731,877215,298135,0,222187,0,0,16461,0,93271
1260-1320-6291,340840,974636,501632,0,0,0,0,102892,0,0
1260-1320-6292,319373,446340,1104175,0,0,0,0,50112,0,0
1261-1321-6302,571836,884059,425449,0,0,0,0,38656,0,0
1261-1321-6304,514015,900189,480481,0,0,0,0,25315,0,0
1261-1321-6306,533651,751896,572890,0,0,0,0,61563,0,0
1262-1322-6308,156161,1283311,330568,0,0,0,38185,111775,0,0
1262-1322-6309,136458,1332118,338636,0,0,0,11781,101007,0,0
1263-1323-6313,26930,731507,1100125,32592,0,0,2393,26453,0,0
1264-1324-6312,107673,1071775,733466,0,0,0,0,7086,0,0
1264-1324-7882,472762,928748,455545,47234,0,0,0,15711,0,0
1265-1325-6314,488974,858222,466124,0,0,0,0,57406,0,49274
1268-1328-13686,281085,969411,555228,34806,0,0,0,79470,0,0
1268-1328-13687,263407,777006,782549,32980,0,0,7528,56530,0,0
1268-1328-6335,387806,722896,740978,0,0,0,0,68320,0,0
1268-1328-6337,446875,896843,490043,0,0,0,0,72038,0,14201
1269-1329-6338,52325,894819,933207,0,0,0,0,39649,0,0
127-130-571,86745,752006,883586,44157,0,0,106359,47147,0,0
1270-1330-6340,127798,1117940,612211,0,0,0,0,62051,0,0
1271-1331-6345,200123,383852,1323072,0,0,0,0,12953,0,0
1271-1331-6347,1147987,534339,211877,0,0,0,0,25797,0,0
1271-1331-8700,821309,397864,574894,52015,0,0,73918,0,0,0
1271-1331-8701,206145,1092373,504765,0,0,0,0,116717,0,0
1271-1331-8703,410097,780700,624653,0,0,0,28609,75941,0,0
1272-1332-6348,118903,916705,734451,74414,0,0,47155,28372,0,0
1273-1333-6355,86661,951912,837833,0,0,0,0,43594,0,0
1273-1333-8710,273655,938060,515988,71322,0,0,47514,73461,0,0
1274-1334-6357,154324,712008,940657,25138,0,0,6521,81352,0,0
1275-1335-6360,1463872,385387,56830,0,0,0,0,13911,0,0
1276-1336-6362,333579,959507,570803,0,0,0,0,56111,0,0
1277-1337-6363,342568,745268,783143,0,0,0,0,49021,0,0
1277-1337-7249,33365,402055,1412916,31124,2532,0,22195,15813,0,0
1278-1338-6364,196128,1128387,460791,0,0,0,35319,99375,0,0
1278-1338-7066,629002,727800,498729,0,0,0,0,64469,0,0
1278-1338-7072,1225027,539854,124303,0,0,0,0,30816,0,0
1279-1339-6366,100060,905221,873329,0,0,0,0,41390,0,0
128-131-566,56885,1001476,775338,0,0,0,0,86301,0,0
128-131-567,23864,871102,967857,0,0,0,0,57177,0,0
1281-1341-6376,13552,877814,1028634,0,0,0,0,0,0,0
1282-1342-7433,299357,992794,561043,37818,0,0,0,28988,0,0
1285-1345-30531,398362,644205,790783,37560,0,0,0,49090,0,0
1285-1345-30532,66961,1141318,566684,44803,0,0,29355,70879,0,0
1285-1345-30538,237931,529306,1081917,0,35279,0,19482,16085,0,0
1285-1345-31193,313791,1093895,394959,35398,0,0,43327,38630,0,0
1285-1345-40601,83049,1102614,555011,52373,16631,0,65832,44490,0,0
1285-1345-45967,161962,824148,577994,52442,228047,0,23603,51804,0,0
1285-1345-45969,153660,629402,827401,15991,210988,0,39535,43023,0,0
1285-1345-49307,124630,1136221,516798,46989,0,0,0,78893,0,16469
1285-1345-6385,234254,1050290,554025,0,0,0,53326,28105,0,0
1285-1345-6388,246267,1190337,342499,0,0,0,27379,107851,0,5667
1285-1345-6389,392711,1036699,399515,0,0,0,27453,63622,0,0
1285-1345-7926,230184,516278,788108,23013,359497,0,0,2920,0,0
1285-1345-7927,641087,889680,271858,34586,0,0,43065,39724,0,0
1285-1345-7928,444736,724172,533102,20261,135664,0,42644,19421,0,0
1286-1346-6392,1134507,445404,264473,0,0,0,67617,7999,0,0
1287-1347-6395,224859,1153223,457017,0,0,0,0,84901,0,0
1287-1347-7898,109040,825679,848907,43969,0,0,0,92405,0,0
1288-1348-6401,154217,969218,578138,6129,150201,0,0,62097,0,0
1288-1348-7979,64173,537344,962702,47830,296133,0,0,11818,0,0
1289-1349-6403,79533,763227,983337,0,0,0,0,63058,0,30845
129-132-569,648136,822258,438643,0,0,0,0,10963,0,0
1290-1350-6407,79590,545785,1276123,0,0,0,0,18502,0,0
1290-1350-6409,585004,1143541,130387,0,0,0,0,61068,0,0
1290-1350-98166,391170,1224117,244595,0,0,0,0,60118,0,0
1291-1351-12361,908007,414847,575199,0,0,0,0,21947,0,0
1291-1351-6410,143016,965587,787950,0,0,0,0,23447,0,0
1291-1351-6411,138628,892735,855606,0,0,0,0,33031,0,0
1292-1352-57369,172252,755414,920782,0,0,0,24281,47271,0,0
1292-1352-6412,40853,732784,1029995,0,0,0,17325,99043,0,0
1292-1352-6413,80780,863051,880111,0,0,0,19087,76971,0,0
1293-1353-6417,469530,1039452,358047,0,0,0,42247,10724,0,0
1293-1353-6418,522620,1010075,311176,0,0,0,35174,40955,0,0
1293-1353-6419,29290,605221,1260035,0,0,0,7147,18144,0,163
1294-1354-6427,216248,1121066,466904,0,0,0,35370,80412,0,0
1294-1354-6428,186234,1150514,504169,0,0,0,32822,46261,0,0
1294-1354-6429,394304,951257,487878,0,0,0,22856,63705,0,0
1294-1354-6430,1113635,604184,139714,0,0,0,24975,37492,0,0
1295-1355-6431,565823,843963,443468,0,0,0,0,52715,0,14031
1296-1357-6442,60761,995715,760981,0,0,0,0,85313,0,17230
1297-1358-61172,388046,593986,785047,34682,0,0,64381,29574,0,24284
1297-1358-62528,280887,568757,1007006,26221,0,0,20224,16905,0,0
1297-1358-63197,678789,515113,383507,29060,299935,0,0,13596,0,0
1298-1359-6450,534217,706104,594193,0,0,0,19602,65884,0,0
1298-1359-78036,575467,350479,968106,2329,0,0,0,23619,0,0
1298-2385-11230,833394,749935,265827,0,0,0,0,70844,0,0
1299-1360-6454,499914,1058736,340431,0,0,0,0,20919,0,0
13-13-71,201716,383029,1318243,0,0,0,0,17012,0,0
130-133-588,250903,975719,543716,91362,0,0,0,58300,0,0
130-133-590,619922,720990,419663,76922,0,0,0,82503,0,0
1300-1361-6457,515229,871801,236906,8925,217937,0,52922,16280,0,0
1301-1362-30741,395162,684660,795472,0,0,0,0,44706,0,0
1301-1362-6459,242720,1025971,565278,0,0,0,0,86031,0,0
1302-1363-6460,603683,230993,1085324,0,0,0,0,0,0,0
1303-1364-6462,511580,967727,277949,83126,0,0,0,54423,0,25195
1304-1365-6465,1096606,209765,582440,31189,0,0,0,0,0,0
1305-1366-34002,572376,378731,863991,8093,12147,0,0,17232,0,67430
1305-1366-6469,304836,265662,1330345,0,0,0,0,19157,0,0
1305-1366-8377,365307,326453,1189747,21780,0,0,0,16713,0,0
1306-1367-6473,310307,560830,917769,20180,97351,0,0,13563,0,0
1306-1367-8041,389013,660378,652562,75561,127917,0,0,14569,0,0
1307-1368-6478,122613,1084389,586491,0,0,0,0,126507,0,0
1307-1368-89115,588380,880921,375910,58060,0,0,0,16729,0,0
1307-1368-89118,427450,568894,841293,82363,0,0,0,0,0,0
1308-1369-6482,85660,633508,1145982,0,0,0,0,54850,0,0
1309-1370-6485,355881,924714,590661,0,0,0,0,33659,0,15085
1310-1371-6487,49912,1135438,698670,0,0,0,0,35980,0,0
1310-1371-7051,250118,869804,539402,47196,0,0,156713,56767,0,0
1311-1372-11940,297760,890844,582599,41735,0,0,38391,68671,0,0
1311-1372-11942,387218,510239,899054,0,0,0,92692,30797,0,0
1312-1373-6508,65305,870308,872496,0,0,0,0,111891,0,0
1313-1374-10964,43713,591673,1061883,161169,0,0,0,61562,0,0
1313-1374-10966,45087,609557,1068082,173132,0,0,0,24142,0,0
1313-1374-6509,93878,970477,607269,0,0,0,0,248376,0,0
1316-1377-6514,81680,684852,903294,11286,132448,0,82857,23583,0,0
1316-1377-6516,365891,776295,511731,0,154234,0,95838,16011,0,0
1317-1378-6518,494667,619767,649121,33633,115878,0,0,6934,0,0
1317-1378-8904,210642,426285,973948,69417,177059,0,62649,0,0,0
1319-1380-6524,30326,1003730,828277,0,0,0,0,57667,0,0
1319-1380-8310,25830,954750,888345,29165,0,0,5975,15935,0,0
132-135-3928,115188,859488,828324,59791,0,0,0,57209,0,0
132-135-585,134004,883099,840968,0,0,0,0,61929,0,0
1320-1381-6529,201424,955323,693203,0,0,0,0,70050,0,0
1321-1382-6532,377969,994113,412595,0,0,0,0,135323,0,0
1323-1384-6538,168017,1042645,628138,0,0,0,0,81200,0,0
1324-1385-6541,173700,1151639,550476,0,0,0,0,44185,0,0
1325-1386-12609,249901,946217,633927,0,0,0,10912,79043,0,0
1325-1386-6549,529202,481910,819918,0,0,0,0,80756,0,8214
1325-1386-6551,286003,620680,805658,0,121054,0,0,67072,0,19533
1325-1386-8122,503472,697228,513780,38703,115761,0,78,50978,0,0
1325-1386-8123,656859,569339,559867,56474,0,0,0,52782,0,24679
1326-1387-6556,235854,495890,1137871,0,0,0,20508,29877,0,0
1328-1389-6560,295987,1117750,444588,0,0,0,0,61675,0,0
1329-1390-6564,160273,1079928,626857,0,0,0,0,52942,0,0
133-136-592,452382,633494,752346,19868,0,0,0,24908,0,37002
1332-1393-6577,154326,453251,1123273,0,154292,0,0,34858,0,0
1335-1396-6586,388905,1116929,362146,0,0,0,0,52020,0,0
1335-1396-6587,119161,1148352,609631,0,0,0,0,42856,0,0
1335-1396-8768,231709,985352,645059,29812,0,0,20225,7843,0,0
1335-1396-8769,249776,933631,667943,32136,0,0,15239,21275,0,0
1336-1397-21143,426865,567139,775455,61140,0,0,64806,24595,0,0
1337-1398-6591,132723,1023073,664631,0,0,0,0,99573,0,0
1338-1399-6597,121563,1101520,585493,0,0,0,0,111424,0,0
1339-1400-6615,148225,933453,815235,0,0,0,0,23087,0,0
1339-1400-6620,108830,882011,889366,0,0,0,0,39793,0,0
1339-1400-6622,98126,850984,921978,0,0,0,0,48912,0,0
134-137-21612,98948,952582,713350,59101,0,0,19426,76593,0,0
134-137-593,72486,1072588,540205,0,0,0,33975,156864,0,43882
1340-1401-6616,547514,889937,306770,5921,0,0,130488,39370,0,0
1341-1402-6626,485272,536926,890146,0,0,0,0,7656,0,0
1341-2125-10003,175071,766864,877835,22249,0,0,51403,26578,0,0
1341-2125-10016,359768,571184,954354,8928,0,0,25766,0,0,0
1342-1404-10099,80378,766198,1019785,0,0,0,0,53639,0,0
1343-1405-6635,589116,732056,572624,0,0,0,0,26204,0,0
1343-1405-6636,38984,659581,1196378,0,0,0,0,25057,0,0
1344-1406-6639,36166,622509,1161721,0,0,0,89532,10072,0,0
1344-1406-6640,332810,806969,681560,4493,0,0,62329,31839,0,0
1344-1406-8612,160477,797998,785664,50569,0,0,98537,26755,0,0
1345-1407-6642,521992,923836,415298,0,0,0,0,58874,0,0
1346-1408-6643,240659,1039333,525782,32510,0,0,37179,44537,0,0
1347-1409-6692,398848,642168,733178,0,0,0,111898,33908,0,0
1347-1409-6695,186170,1000061,687702,0,0,0,0,46067,0,0
1347-1409-7611,703329,506555,630174,41011,0,0,31520,7411,0,0
1348-1410-6648,194418,897888,773757,0,0,0,0,53937,0,0
1348-1410-8264,423492,685819,716031,51342,0,0,0,43316,0,0
1349-1411-6650,433436,946123,500443,0,0,0,0,39998,0,0
1350-1412-6657,627452,841547,393840,0,0,0,0,57161,0,0
1351-1413-6660,373142,612325,637422,0,252325,0,0,44786,0,0
1352-1414-6666,270815,1202989,422264,0,0,0,0,23932,0,0
1353-1415-6668,777942,805793,188915,0,0,0,95937,51413,0,0
1353-1415-6670,534642,606712,716302,0,0,0,0,62344,0,0
1355-1417-6680,140893,1036113,602397,48793,0,0,78403,0,0,13401
1356-1418-6683,525394,1075696,241815,0,0,0,0,77095,0,0
1357-1419-6686,121934,765553,657726,36399,234711,0,0,101925,0,1752
1358-1420-6687,295018,693015,894008,0,0,0,0,37959,0,0
1359-1421-6690,129209,870115,658917,45614,0,0,174306,41839,0,0
1359-1421-6691,290504,608705,904303,39178,0,0,77310,0,0,0
136-139-3437,214639,928645,720883,0,0,0,0,55833,0,0
136-139-3438,291306,1106929,475211,0,0,0,0,46554,0,0
136-139-602,170106,1204899,487246,0,0,0,0,47721,0,10028
136-139-603,254820,1118224,518697,0,0,0,0,28259,0,0
136-139-606,118511,884563,840810,0,0,0,0,62603,0,13513
1360-1422-6696,334380,846946,615706,0,0,0,0,122968,0,0
1361-1423-6698,750767,442707,718346,0,0,0,0,8180,0,0
1361-1423-6700,319185,816556,741902,0,0,0,0,42357,0,0
1361-1423-6701,429594,653720,802529,0,0,0,0,34157,0,0
1362-1424-6703,102183,794910,858662,0,0,0,78581,85664,0,0
1363-1425-6704,686929,381249,728103,38552,0,0,80437,4730,0,0
1364-1426-6706,115730,998095,615994,0,0,0,35548,154633,0,0
1366-1428-6711,479767,400502,1039731,0,0,0,0,0,0,0
1366-1428-6714,371931,616377,906722,0,0,0,0,24970,0,0
1367-1429-6722,576401,1033104,200650,0,0,0,0,109845,0,0
1368-1430-15131,380898,467591,498676,18347,518625,0,0,35863,0,0
1368-1430-6721,95153,1048050,667303,0,0,0,0,109494,0,0
1368-1430-6723,71036,1009015,766897,0,0,0,0,73052,0,0
1369-1431-6730,74908,955517,724948,0,0,0,56057,108570,0,0
1369-1431-7093,39184,1170097,500188,51341,0,0,80385,78805,0,0
137-140-623,191923,862236,725370,41818,0,0,7865,54048,0,36740
1370-1432-6734,905573,729960,250003,0,0,0,0,34464,0,0
1370-1432-6736,401982,931441,522680,0,0,0,0,63897,0,0
1371-1433-6739,154112,720252,881195,0,0,0,33540,81547,0,49354
1373-1435-6740,459707,998130,367053,52603,0,0,0,42507,0,0
1373-1435-6742,340310,1038310,448672,60451,0,0,0,32257,0,0
1374-1436-6743,1122068,232243,555032,0,0,0,0,10657,0,0
1374-1436-6744,940847,463043,461766,0,0,0,0,13499,0,40845
1375-1437-6747,380819,461934,1044524,0,0,0,0,32723,0,0
1376-1438-6757,645452,758671,429431,60936,0,0,0,25510,0,0
1377-1439-6758,412470,1092242,349040,0,0,0,0,66248,0,0
1377-1439-6761,204819,994295,613529,0,0,0,0,84089,0,23268
1378-1440-6763,171795,1045663,672419,0,0,0,0,30123,0,0
1379-1441-7183,163317,1053910,649814,0,0,0,0,52959,0,0
1379-1441-7184,147970,1059954,661425,0,0,0,0,50651,0,0
138-141-627,25644,961611,884794,0,0,0,0,23063,0,24888
1380-1442-6770,568938,551517,656198,0,111082,0,0,32265,0,0
1381-1443-6772,219419,842756,696222,51509,0,0,96330,13764,0,0
1382-1444-6773,50106,892673,901561,0,0,0,0,75660,0,0
1382-1444-7726,252554,994238,586300,40115,0,0,0,46793,0,0
1383-1445-6774,155791,1022799,729706,0,0,0,0,11704,0,0
1384-1446-6776,462440,989527,349879,0,0,0,0,65553,0,52601
1385-1447-6778,148924,864477,834905,0,0,0,44902,26792,0,0
1385-1447-6785,322106,407433,1164213,0,0,0,0,26248,0,0
1385-1447-6787,404948,472610,1025175,0,0,0,0,17267,0,0
1386-1448-6798,326410,1027971,539968,0,0,0,0,25651,0,0
1387-1449-6806,341506,577604,949337,0,0,0,0,51553,0,0
1387-1449-6808,432352,664482,796596,0,0,0,0,26570,0,0
1388-1450-6812,483790,1014302,313776,18900,0,0,73954,15278,0,0
1389-1451-6816,137465,807445,852711,0,0,0,0,122379,0,0
1389-1451-7319,271120,538046,982450,50633,0,0,9956,67795,0,0
1389-7017-34570,332358,798366,682633,0,0,0,0,106643,0,0
1389-7017-34571,431434,830388,519633,0,0,0,0,138545,0,0
139-142-645,273880,296054,1228359,63395,0,0,58312,0,0,0
1390-1452-6822,153462,630208,1050808,0,0,0,43033,42489,0,0
1391-1453-6828,85662,1044887,646308,82233,0,0,0,60910,0,0
1391-1453-7460,119557,1112686,616175,52176,0,0,0,19406,0,0
1394-1456-6838,128084,657878,803929,32150,205717,0,0,75263,0,16979
1395-1457-6845,144115,914948,808543,0,0,0,0,52394,0,0
1395-1457-6848,679792,868167,302153,0,0,0,0,69888,0,0
1395-1457-6849,31924,845300,997257,0,0,0,0,45519,0,0
1395-1457-6850,630979,945527,263442,0,0,0,0,80052,0,0
1396-1458-6854,592281,795488,437874,0,0,0,0,54388,0,39969
1396-1458-8247,210735,759242,792777,74240,0,0,6142,43632,0,33232
1396-1458-8249,651087,693459,511324,31533,0,0,5738,26859,0,0
1397-1459-6856,370919,1023022,398005,26008,0,0,0,102046,0,0
1397-1459-7821,493052,969398,310615,109577,0,0,0,37358,0,0
1397-1459-7822,766409,648559,387725,117307,0,0,0,0,0,0
1397-1459-9783,298310,1030994,389226,176073,0,0,19883,5514,0,0
1398-1460-6862,540161,666051,633130,0,0,0,0,80658,0,0
1398-1460-6863,490328,945992,382168,0,0,0,0,101512,0,0
1398-1460-6865,299501,974008,571565,0,0,0,0,74926,0,0
1398-1460-6866,322133,887027,641119,0,0,0,0,69721,0,0
14-14-75,413679,773624,661217,0,0,0,0,71480,0,0
140-143-652,241371,675744,968287,34598,0,0,0,0,0,0
1400-1462-6870,398967,814756,439680,0,178646,0,0,10077,0,77874
1401-1463-6875,304657,1225243,341035,0,0,0,0,49065,0,0
1401-1463-6876,186609,877087,793856,0,0,0,0,62448,0,0
1402-1464-6877,833246,502793,503793,0,0,0,25134,55034,0,0
1402-1464-6881,407977,447334,884350,0,0,0,21548,37083,0,121708
1402-1464-8059,385800,822707,535057,123635,0,0,52801,0,0,0
1403-1465-6882,455762,810402,512773,0,0,0,0,141063,0,0
1403-1465-6884,326486,972861,430516,0,0,0,30378,159759,0,0
1404-1466-6886,447937,924785,521156,0,0,0,0,26122,0,0
1404-1466-6887,19185,361798,1504396,0,0,0,0,34621,0,0
1404-1466-6888,393768,717922,741153,0,0,0,0,67157,0,0
1404-1466-6889,56337,1053824,693132,0,0,0,0,116707,0,0
1405-1467-6896,183692,1032750,490323,34110,116860,0,0,62265,0,0
1406-1468-6895,482261,732351,655531,37173,0,0,0,12684,0,0
1406-1468-6899,446598,835054,605085,33263,0,0,0,0,0,0
1406-1468-6900,549219,722298,612405,36078,0,0,0,0,0,0
1406-1468-6907,283835,723028,614978,38854,239670,0,0,19635,0,0
1407-1469-6904,53952,895243,846152,0,0,0,46725,77928,0,0
1407-1469-6905,393153,1105410,297539,0,0,0,48689,75209,0,0
1408-1470-6914,80387,765831,876401,0,0,0,157943,39438,0,0
1408-1470-6915,68974,615437,1176192,0,0,0,34734,24663,0,0
141-144-634,411472,845294,525188,0,0,0,114449,23597,0,0
1410-1472-6928,132497,1041089,429122,18914,0,0,244433,53945,0,0
1410-1472-7474,232252,904870,532921,25630,0,0,191120,33207,0,0
1411-1473-7446,522141,475333,539347,98106,204803,0,80270,0,0,0
1411-1473-7447,411245,509426,617017,98263,204755,0,79294,0,0,0
1412-1474-6945,153885,1124151,568847,0,0,0,0,73117,0,0
1412-1474-6946,464964,325024,379749,0,203446,544886,0,1931,0,0
1413-1475-6948,401119,729625,755218,0,0,0,0,34038,0,0
1415-1477-6956,437677,501157,873411,0,0,0,48680,59075,0,0
1415-1477-8450,199736,459370,1132387,30898,0,0,89980,7629,0,0
1415-1477-8462,122155,952405,678627,45605,0,0,114650,6558,0,0
1416-1478-6958,502911,1000439,333246,0,0,0,0,83404,0,0
1417-1479-6961,564705,727252,509668,0,0,0,0,118375,0,0
1417-1479-6962,507377,907048,440707,0,0,0,0,64868,0,0
1417-1772-8320,54354,699661,951960,47664,0,0,29968,70402,0,65991
1417-1772-8322,59250,703789,959369,47288,0,0,25060,66166,0,59078
1418-1480-6964,606215,503788,770316,0,0,0,0,39681,0,0
1419-12734-63291,327053,917904,517787,24617,0,0,98708,33931,0,0
1419-1481-7597,304175,886907,597515,40811,0,0,61767,28825,0,0
142-145-667,724819,951460,239205,0,0,0,0,4516,0,0
142-446-2310,72578,862080,878706,52021,0,0,0,54615,0,0
1420-1482-6967,202703,1292464,347774,0,0,0,0,77059,0,0
1421-1483-6969,512057,530463,822734,0,0,0,10461,44285,0,0
1422-1484-6974,206956,1094996,465878,48644,0,0,14871,88655,0,0
1423-1485-6978,527764,789021,481975,0,0,0,53682,67558,0,0
1425-1487-6999,63919,971816,735016,0,0,0,0,149249,0,0
1425-1487-7001,129216,1352092,321383,0,0,0,0,117309,0,0
1425-1487-7002,240928,995355,587070,0,0,0,0,96647,0,0
1425-1487-7004,74874,893607,843407,0,0,0,0,108112,0,0
1426-1488-7021,1243501,605070,36860,0,0,0,0,34569,0,0
1427-1489-7022,343701,991749,480817,0,0,0,0,103733,0,0
1428-1490-10101,196472,790354,797402,46615,0,0,47936,41221,0,0
1428-1490-7026,324425,530426,905589,0,0,0,114124,45436,0,0
1429-1491-17511,189118,751952,870471,0,0,0,0,108459,0,0
1429-1491-17512,112245,1029606,628415,0,0,0,0,149734,0,0
1429-1491-19100,137204,800492,743562,34745,0,0,101356,102641,0,0
1429-1491-19221,30954,647139,1109232,31366,0,0,49139,52170,0,0
1429-1491-69895,22675,344109,1444846,69365,0,0,36103,2902,0,0
1429-1491-7045,681687,687357,445502,0,0,0,0,105454,0,0
1429-1491-73442,578219,763800,513335,0,0,0,0,45090,19556,0
1429-1491-9395,328581,928210,599942,0,0,0,12917,50350,0,0
143-146-677,473804,585290,771112,0,0,0,41915,47879,0,0
1430-1492-7035,240448,872223,650801,70255,0,0,8585,77688,0,0
1431-1493-7036,246214,867146,794861,0,0,0,0,11779,0,0
1431-1493-7039,220298,971426,485575,0,0,0,197316,45385,0,0
1432-1494-7049,234523,1083429,555523,0,0,0,0,46525,0,0
1433-1495-51253,293846,926263,664222,0,0,0,0,35669,0,0
1434-1496-34180,708087,441330,652098,79491,0,0,38994,0,0,0
1434-1496-35966,533856,375557,936570,33104,31977,0,0,8936,0,0
1434-1496-35967,504112,358088,1032694,0,0,0,0,25106,0,0
1434-1496-35969,187592,267722,1442266,0,0,0,0,22420,0,0
1434-1496-7057,296085,807372,576839,0,207091,0,0,32613,0,0
1434-1496-7060,522969,921100,328744,32974,0,0,85477,28736,0,0
1434-1496-7061,35485,421697,1234815,13482,192828,0,0,21693,0,0
1434-1496-8143,529075,621859,387288,40056,325003,0,39,16680,0,0
1434-1496-8147,279935,787792,666118,23717,129613,0,0,32825,0,0
1435-1497-7065,207498,1161138,458869,0,0,0,0,92495,0,0
